Child,Age,N.child,H.child,H.child.S,H.child.I,Schild,N.mother,H.mother,H.mother.S,H.mother.I,Smother
ruth,1061,3628,4.973155668,4.851696578,0.121459089,2.797224364,7373,5.462075127,4.950298818,0.51177631,3.905190678
ruth,1067,3834,4.923391377,4.795002301,0.128389076,2.817046289,6863,5.44229646,4.929869862,0.512426598,3.831937465
ruth,1076,3674,4.945250201,4.816779559,0.128470643,2.830508475,7095,5.484994216,4.972650825,0.51234339,3.915562914
liz,706,1091,4.969243161,4.878173051,0.091070109,1.280516432,4315,5.473243976,4.858885796,0.61435818,3.723037101
liz,708,1039,4.973966654,4.925983999,0.047982655,1.320203304,4450,5.478165441,4.864591743,0.613573698,3.80667237
liz,721,1109,4.844549528,4.763695676,0.080853852,1.374225527,4842,5.432426705,4.855802984,0.576623722,3.975369458
liz,730,1305,4.946921912,4.842391079,0.104530833,1.486332574,4700,5.412441399,4.827722358,0.584719041,3.979678239
liz,739,1526,4.916758619,4.782352767,0.134405853,1.569958848,4710,5.40701767,4.837080436,0.569937234,3.998302207
liz,741,1592,5.100098284,4.939930059,0.160168225,1.688229056,4381,5.427453988,4.846591137,0.580862851,3.997262774
liz,746,1541,5.11322302,4.950880751,0.162342269,1.655209452,4191,5.409679517,4.857918372,0.551761145,3.983840304
liz,748,1582,5.032938678,4.886608019,0.146330659,1.704741379,3806,5.336661395,4.80139319,0.535268205,3.931818182
liz,752,1490,5.157623271,5.042962994,0.114660277,1.661092531,3877,5.45032822,4.877364215,0.572964005,3.850049652
liz,755,1584,5.15906083,5.022116779,0.136944051,1.812356979,3789,5.436639078,4.882076884,0.554562194,3.858452138
liz,760,1535,5.250089145,5.11873169,0.131357454,1.858353511,4191,5.52512934,4.944151097,0.580978243,4.13721619
liz,761,1646,5.075724749,4.950241682,0.125483067,1.883295195,3746,5.506572153,4.93404153,0.572530623,4.1901566
liz,770,1490,5.148122098,5.012663938,0.13545816,1.82374541,3752,5.55050981,4.963279635,0.587230175,4.273348519
liz,777,1570,4.957541917,4.814647131,0.142894787,1.907654921,3646,5.350352754,4.829459967,0.520892787,4.200460829
liz,787,1604,5.072106986,4.920858941,0.151248045,1.911799762,4368,5.400539571,4.873316311,0.52722326,4.290766208
liz,789,1763,4.912541831,4.804718775,0.107823056,2.007972665,4511,5.303836077,4.812988298,0.490847778,4.142332415
liz,794,1713,5.04865254,4.885517606,0.163134934,1.880351262,4066,5.420706392,4.862007867,0.558698525,3.947572816
liz,796,1881,4.896646604,4.711774787,0.184871817,1.9331963,3299,5.297627741,4.781364755,0.516262986,3.657427938
liz,803,1847,4.989890097,4.735914187,0.25397591,1.913989637,3077,5.394725111,4.831006935,0.563718177,3.667461263
liz,807,2028,5.06723295,4.808035312,0.259197638,2.042296073,3079,5.460595785,4.913872858,0.546722927,3.601169591
liz,814,1741,5.121099151,4.854304348,0.266794803,2.092548077,3279,5.575852645,4.973158923,0.602693721,3.790751445
liz,817,1910,5.059322163,4.813879237,0.245442926,2.170454545,3661,5.49605904,4.924429043,0.571629997,3.793782383
liz,823,1589,4.964180702,4.742197519,0.221983183,2.099075297,3715,5.525279535,4.943440095,0.58183944,3.877870564
liz,827,1794,4.918982341,4.667771467,0.251210873,2.198529412,3932,5.518168767,4.932096592,0.586072174,4.008154944
liz,837,1570,4.97939543,4.669613287,0.309782143,2.236467236,3740,5.567764894,4.950214084,0.617550809,4.105378705
liz,842,2104,4.963024193,4.694427483,0.26859671,2.553398058,3849,5.523930618,4.92944497,0.594485648,3.988601036
liz,848,2153,4.982598388,4.753878539,0.228719849,2.532941176,3813,5.528973565,4.968783995,0.560189569,3.816816817
liz,850,2649,4.991054047,4.742335367,0.24871868,2.581871345,3832,5.484018554,4.935407543,0.548611011,3.782823297
liz,854,2359,4.96617382,4.713839657,0.252334163,2.347263682,4191,5.598590994,5.019984601,0.578606393,3.987630828
liz,857,2500,4.872164051,4.590155832,0.28200822,2.475247525,3896,5.564454761,4.987391801,0.57706296,4.131495228
liz,863,2004,4.876158875,4.58894458,0.287214295,2.408653846,3750,5.650757051,5.076147267,0.574609784,4.222972973
liz,868,2213,4.9342365,4.638204673,0.296031827,2.570267131,3442,5.561654093,4.995582364,0.566071729,4.187347932
liz,876,2098,5.044020005,4.802272494,0.241747511,2.462441315,3575,5.50725676,4.948137648,0.559119112,4.034988713
liz,878,2155,5.082805052,4.830262139,0.252542913,2.426801802,3709,5.559306625,5.000172893,0.559133733,4.014069264
liz,884,1684,5.117195285,4.876426168,0.240769117,2.342141864,3901,5.609881637,5.051339258,0.558542379,4.009249743
liz,890,1906,5.082904099,4.810616073,0.272288026,2.507894737,3972,5.591006827,5.039449606,0.551557221,3.860058309
liz,897,1878,4.974524061,4.709752163,0.264771898,2.637640449,3899,5.478672418,4.934608732,0.544063686,3.756262042
liz,898,2097,4.978091497,4.697760087,0.28033141,2.803475936,3777,5.389446796,4.859272198,0.530174598,3.614354067
liz,907,1897,5.033601886,4.748121881,0.285480005,2.856927711,3721,5.494626077,4.951082658,0.543543419,3.702487562
liz,911,2117,5.112855744,4.817872194,0.29498355,3.054834055,3424,5.4305459,4.874437035,0.556108865,3.646432375
liz,917,2236,5.111546463,4.829509892,0.282036571,3.189728959,3093,5.400144155,4.868058715,0.53208544,3.740024184
liz,919,2071,5.246096884,4.957826881,0.288270004,3.230889236,2931,5.391757405,4.859525237,0.532232167,3.811443433
liz,926,1996,5.246384169,4.982860685,0.263523484,3.173290938,3003,5.479859134,4.943024142,0.536834992,3.854942234
liz,931,1917,5.237247634,4.952662674,0.284584961,3.106969206,2750,5.479509465,4.90437408,0.575135385,3.761969904
liz,938,2008,5.194182539,4.925923221,0.268259318,3.182250396,2485,5.448959213,4.85096688,0.597992333,3.596237337
liz,940,1896,5.16478215,4.89573876,0.26904339,3.291666667,2322,5.380365231,4.831544164,0.548821067,3.445103858
liz,947,1897,5.178850015,4.9311362,0.247713815,3.253859348,2899,5.382040443,4.855891089,0.526149355,3.702426565
liz,951,1606,5.188298888,4.911070676,0.277228212,3.130604289,3107,5.50704596,4.975473512,0.531572448,3.775212637
liz,962,1875,5.155414688,4.876187635,0.279227052,3.243944637,3277,5.473024728,4.917416354,0.555608374,4.101376721
liz,967,2037,5.219205023,4.956109816,0.263095207,3.269662921,3006,5.493186727,4.958854304,0.534332423,3.7575
liz,973,2136,5.161711597,4.908330975,0.253380622,3.327102804,3164,5.433248787,4.882496884,0.550751903,3.839805825
liz,977,1715,5.197436012,4.952924586,0.244511426,3.09009009,2917,5.400388338,4.866120861,0.534267477,3.650813517
liz,986,1470,5.005083472,4.793479404,0.211604068,3.325791855,2886,5.356017413,4.840274044,0.515743368,3.926530612
liz,988,1287,4.95642838,4.74991198,0.2065164,3.377952756,2974,5.252258004,4.774795174,0.47746283,3.857328145
liz,994,1645,4.983762867,4.753800778,0.229962088,3.329959514,3569,5.402301055,4.89410908,0.508191975,3.813034188
liz,997,2120,5.199261687,4.859950902,0.339310785,3.291925466,3158,5.463037004,4.932894329,0.530142675,3.605022831
liz,999,2468,5.175354468,4.842263715,0.333090754,3.234600262,3161,5.41663632,4.910751245,0.505885075,3.701405152
liz,1001,2311,5.195344501,4.838826029,0.356518472,3.287339972,2541,5.273405283,4.764710317,0.508694965,3.666666667
liz,1007,1640,5.197171239,4.912767726,0.284403513,3.059701493,2664,5.294839221,4.767808585,0.527030636,3.725874126
liz,1012,1527,5.269008951,4.954732134,0.314276817,3.041832669,2199,5.41138468,4.83925185,0.57213283,3.646766169
liz,1020,1497,5.141003794,4.877920664,0.263083131,3.012072435,2501,5.531971374,4.927929082,0.604042292,3.86553323
liz,1022,1700,5.116614228,4.80342286,0.313191368,3.119266055,2583,5.544166561,4.923212279,0.620954282,4.0359375
liz,1029,1597,5.107146821,4.829264125,0.277882697,3.107003891,2517,5.53352151,4.90772037,0.62580114,3.95754717
liz,1035,1543,4.987716665,4.699915757,0.287800908,3.129817444,1899,5.338957041,4.814559688,0.524397353,3.899383984
liz,1044,1825,5.0579047,4.767906486,0.289998214,3.324225865,1864,5.321606054,4.849320088,0.472285967,3.867219917
