 Child Age N.child H.child.S H.child Schild N.mother H.mother.S H.mother Smother
37 hagar 679.382289417 460 4.56435239533 4.79722128314 2.08181818182 1117.0 5.09905235546 5.54437988287 4.87665198238
38 hagar 679.741267788 770 4.82693770884 5.05346838673 2.31117824773 2164.0 5.28806178834 5.77513505895 5.05399061033
39 hagar 680.134441088 659 4.82723930893 5.01051420337 2.34408602151 2196.0 5.31411463766 5.81734053371 5.03917050691
40 hagar 680.883396705 786 4.75597446827 5.00169201868 2.42236024845 2166.0 5.24629412818 5.74283821276 5.0162412993
41 hagar 682.0 479 4.55100726024 4.82375828967 2.16363636364 1148.0 5.05994689466 5.54799899213 4.64372469636
42 hagar 683.511744966 593 4.65045998481 4.8978109689 2.24137931034 1240.0 5.1000928613 5.59389621197 4.52747252747
43 hagar 686.109872611 625 4.78430000279 5.0900686577 2.21223021583 1653.0 5.11077591292 5.66976093999 4.3280839895
44 hagar 686.656514382 588 4.74904977181 5.07159601209 2.24513618677 1592.0 5.12083617748 5.64895189791 4.30352303523
45 hagar 688.101141925 610 4.90616131973 5.29851161281 1.95454545455 2130.0 5.15171699077 5.68434864459 4.4016563147
46 hagar 690.457317073 325 4.69661757178 5.00602387565 1.66839378238 1259.0 5.02581355612 5.52345384943 4.43816254417
47 hagar 691.469387755 291 4.67778724745 4.92331022158 1.64204545455 1066.0 4.9975776957 5.49327161271 4.46638655462
48 hagar 697.896995708 1162 4.81126715117 5.09362230044 2.20229007634 2568.0 5.00983047862 5.41430225585 4.39279588336
49 hagar 698.533039648 1359 4.89985541682 5.17320472937 2.16747181965 3354.0 5.13736596163 5.57771228959 4.35677083333
50 hagar 698.794463668 1442 4.94892148975 5.23523437894 2.17835365854 3364.0 5.15785637017 5.59895869232 4.2915601023
51 hagar 702.983888292 928 4.9340266662 5.23719073422 2.00438596491 2080.0 5.23223517255 5.74589685624 4.35429769392
52 hagar 704.229619565 733 4.78291095471 5.0639617241 2.03661971831 1305.0 5.00367290278 5.51276962027 4.52430555556
53 hagar 708.516778523 1189 4.98070741067 5.24416820408 2.18401486989 3734.0 5.15838281829 5.65094821715 5.01347708895
54 hagar 713.550819672 912 4.95380090767 5.21393197711 2.40159574468 3371.0 5.14002636255 5.59666691415 5.08939393939
55 hagar 714.109979633 979 4.97145336304 5.25081388754 2.37163814181 3693.0 5.18820729187 5.64324979541 4.96356275304
56 hagar 716.309173273 880 4.91200808283 5.24161068375 2.51873198847 2019.0 5.11402939674 5.59825767582 4.41666666667
57 hagar 718.236979167 765 4.85785437536 5.1211311741 2.375 1877.0 5.07643034075 5.58208893207 4.48681055156
58 hagar 723.185929648 992 4.99015460716 5.24738877655 2.44913151365 2338.0 5.06134127396 5.56231486074 4.59645669291
59 hagar 729.976426799 803 4.85200628611 5.08391264688 2.34319526627 2032.0 4.96411774537 5.4496166723 4.73536299766
60 hagar 733.712550607 738 4.70856598762 4.94422319544 2.41528239203 1527.0 4.9422708751 5.4099974253 4.6
61 hagar 738.503289474 909 4.82763887646 5.05017744872 2.44383561644 2548.0 5.07182525249 5.50569588817 4.50355871886
62 hagar 751.329525483 1135 4.74281137296 4.99915825778 2.4966442953 3630.0 5.02489226174 5.44175403844 4.89580514208
63 hagar 753.527595884 1066 4.71172814774 4.97818790992 2.47990543735 3709.0 5.00323265618 5.43138440245 4.91489361702
64 hagar 766.982160555 1006 4.66538604717 4.98909452391 2.50252525253 2962.0 4.99121672369 5.43479933387 5.0843373494
65 hagar 768.909090909 613 4.65504862444 4.96285762496 2.30418250951 1762.0 5.09066292839 5.57665372291 4.60209424084
66 hagar 769.878787879 789 4.75136267718 5.05834281972 2.36170212766 2275.0 5.21530271571 5.70081912895 4.49011857708
67 hagar 772.093484419 703 4.82140594322 5.05275480716 2.32534246575 1765.0 5.2481511534 5.72214078718 4.24038461538
68 hagar 773.147808359 978 4.59226513508 4.84372018342 2.52127659574 2546.0 5.15723696322 5.59778052436 4.31802721088
69 hagar 775.060287081 1042 4.60554684827 4.90148707975 2.515 2874.0 5.08429777789 5.52688271485 4.29041916168
70 hagar 777.454726368 1002 4.60958992563 4.90251351252 2.54545454545 3023.0 5.11354805418 5.54927393451 4.47696879643
71 hagar 780.232346241 875 4.80282242697 5.12361082488 2.42776203966 2683.0 5.23431141277 5.73317401255 4.46166666667
72 hagar 781.388098318 770 4.65815989186 4.95598646551 2.42307692308 2265.0 5.28761649815 5.76416472647 4.57489878543
73 hagar 782.621212121 657 4.56308493716 4.87611374762 2.30357142857 1856.0 5.22884088418 5.71338055077 4.31162790698
74 hagar 783.383458647 662 4.49450141598 4.82125615737 2.38745387454 1693.0 5.10688640461 5.5981965079 4.2325
75 hagar 783.994318182 525 4.44265459784 4.75721133239 2.39351851852 1481.0 5.04972496816 5.58014220453 4.37869822485
76 hagar 785.118644068 351 4.44413325971 4.7284636448 2.35862068966 1307.0 4.99604558213 5.51993725422 4.51211072664
77 hagar 789.5 393 4.37723407267 4.62495953573 2.23837209302 1674.0 5.10035116136 5.58300719788 4.9203539823
78 hagar 791.820627803 666 4.61756111663 5.01606708803 2.38970588235 2105.0 5.16270411468 5.65312619382 4.87906976744
79 hagar 794.945205479 873 4.69679553084 5.07626356321 2.36464088398 2638.0 5.18638385071 5.66401123868 4.6519434629
80 hagar 799.389830508 882 4.78550443338 5.17994614364 2.4297752809 2552.0 5.20119985575 5.66169223226 4.5195035461
81 hagar 804.187165775 745 4.79201271463 5.08247998321 2.34713375796 2363.0 5.18926039737 5.6614797647 4.44821092279
82 hagar 807.278879813 854 4.90416103042 5.13226259019 2.20519480519 2379.0 5.21803167584 5.72208758462 4.5996131528
83 hagar 810.00617284 645 4.69279579783 4.8917382265 2.0251572327 1904.0 5.13554016881 5.62065717027 4.51781472684
84 hagar 811.223728814 587 4.54839376101 4.75604142814 1.92105263158 1767.0 5.19477308769 5.66668197438 4.37965260546
85 hagar 814.218114603 538 4.73717565329 5.08765432717 2.08695652174 1765.0 5.21041037999 5.62482442596 4.46329113924
86 hagar 815.188732394 707 4.81192425539 5.22284771005 2.34797297297 1806.0 5.29040516058 5.73335303379 4.56060606061
87 hagar 821.197740113 882 4.84005399053 5.29360430007 2.63636363636 2489.0 5.23936360281 5.70002168693 4.71212121212
88 hagar 824.907094595 589 4.62366493204 5.11300690372 2.83495145631 1741.0 5.13693501454 5.57164300496 4.74114441417
89 hagar 834.794003868 1031 4.47688978712 4.8662638446 2.51604938272 2373.0 5.04565880984 5.51786761357 4.65815324165
90 hagar 839.346889952 1251 4.74071182472 5.11823910426 2.51224489796 2817.0 5.2031972527 5.71790398112 4.6772046589
91 hagar 842.303733032 1765 4.79029401732 5.18755586155 2.74285714286 4205.0 5.26838638233 5.81018116315 4.94110718492
92 hagar 847.007556675 1188 4.78972364761 5.17050381904 3.015625 3525.0 5.29087023842 5.80602971107 5.08683068017
93 hagar 850.99007589 1710 4.9790958713 5.36415213672 2.55167173252 6018.0 5.2813825036 5.82960200145 5.30538393645
94 hagar 851.927620632 1199 4.98677262276 5.32228539714 2.275 4913.0 5.26078078243 5.78926963648 5.28663793103
95 hagar 853.006918239 1587 5.01006682736 5.38439177523 2.4142194745 5857.0 5.31933619643 5.8750294482 5.37190082645
96 hagar 855.266927083 765 4.74612768105 5.12840606127 3.00803212851 1869.0 5.26667219446 5.8049619792 5.5975975976
97 hagar 857.434210526 985 4.78298878327 5.18606311334 3.09294871795 2061.0 5.18102485392 5.71241649322 5.39267015707
98 hagar 861.198003328 598 4.67748307798 5.0653787404 3.30898876404 640.0 4.76468101896 5.23614260521 5.24590163934
99 hagar 867.176285414 950 4.75292248393 5.17973647265 2.79402985075 2712.0 5.17590627466 5.71899388028 5.51934826884
100 hagar 869.183256427 1514 5.03855312976 5.50819029964 2.4958263773 5104.0 5.27806559287 5.87480928386 5.39894179894
101 hagar 869.865540541 1477 5.06604868075 5.51128188888 2.39802631579 5431.0 5.29862195581 5.89542835069 5.33824975418
102 hagar 871.903153153 1329 5.17065677998 5.61507213502 2.25989672978 4781.0 5.25557079483 5.82616063729 5.31848552339
103 hagar 875.120481928 578 4.74030044429 5.08318716181 2.234375 1971.0 5.04393413546 5.5106163454 5.35422343324
104 hagar 878.842352941 1272 5.15067721741 5.52490326314 2.44773175542 3243.0 5.20937443568 5.72570713912 5.24512987013
105 hagar 882.034338358 1191 5.12806717862 5.47138908781 2.67205542725 2802.0 5.23868140391 5.7523585108 4.93286219081
106 hagar 886.938900204 1470 5.20393208172 5.55144351252 2.5203539823 3481.0 5.2603599914 5.79100797746 4.84497206704
107 hagar 897.172151899 787 4.92365643989 5.18973260138 2.43174603175 1992.0 5.07489189353 5.56856279244 4.77403846154
108 hagar 913.258706468 801 4.85548892936 5.11147710339 2.44936708861 1438.0 5.04027703995 5.49983990671 4.88698630137
109 hagar 921.203960396 502 4.57643825073 4.79704935433 2.66666666667 876.0 4.89364957592 5.29593191044 5.34567901235
110 hagar 926.604066986 833 4.85765687566 5.1436458169 2.74237288136 1533.0 5.10250690124 5.56290214996 4.70897832817
111 hagar 932.676094891 1093 4.85774784062 5.15827279795 2.75647668394 2262.0 5.09882708337 5.56170346584 4.7050209205
112 hagar 933.790429043 1209 5.0105379487 5.29318480363 2.71759259259 2406.0 5.12090912042 5.61550690746 4.67578125
113 hagar 939.040600177 1130 4.91550494541 5.19712308082 2.7301980198 2743.0 5.04695359881 5.56864861986 5.09328358209
114 hagar 946.152741514 763 4.92279969795 5.17831467503 2.75 2025.0 5.14697303818 5.68698839766 5.1269035533
115 hagar 950.029411765 881 4.72986637989 4.96655827129 2.52631578947 2357.0 5.18168630821 5.71322793758 5.04086021505
116 hagar 952.436697248 542 4.70652797264 4.84825407759 2.37556561086 1406.0 5.28460319648 5.68060641843 4.86666666667
117 hagar 959.898876404 531 4.47442660445 4.63648298963 2.16877637131 1565.0 5.08820241292 5.51752550936 4.64759036145
118 hagar 968.618444846 550 4.69315302339 4.96449209197 2.71282051282 1820.0 5.14170335295 5.65200886391 4.79733333333
119 hagar 975.243134087 2473 4.96409397139 5.38255656152 3.79556259905 3401.0 5.14077302418 5.70065904797 5.15396341463
120 hagar 977.302373581 2904 5.00861258754 5.4340842199 3.8573388203 3873.0 5.1536299926 5.7248849642 5.34119278779
121 hagar 978.354530478 3032 5.0551227581 5.47090870664 3.77820512821 3808.0 5.13001966599 5.66468227153 5.48191027496
122 hagar 980.896368468 1126 4.87245468014 5.21249105178 3.20991253644 2150.0 5.0357784349 5.49201214474 5.39898989899
123 hagar 985.695705521 812 4.87513507946 5.19362947121 2.90909090909 1892.0 4.92353688845 5.39656215728 5.49707602339
124 hagar 993.004032258 741 4.82666384591 5.21856561861 3.03765690377 1556.0 4.80408573242 5.26063860935 5.11258278146
125 hagar 994.901248581 878 4.89308946476 5.33014150962 2.95532646048 1717.0 4.95554471078 5.45344382394 4.96209912536
126 hagar 1002.12882653 1565 4.93325866397 5.30324630716 2.84543761639 2000.0 5.04389826172 5.57484741617 4.62470862471
127 hagar 1014.54976097 2298 4.92798925885 5.29750627331 2.82893081761 4273.0 5.09443080693 5.6874996878 4.92138728324
128 hagar 1019.73647059 2972 5.01146295145 5.42524356847 3.00931677019 5480.0 5.19018044157 5.80505009415 5.1141253508
129 hagar 1028.59375 2141 4.95076228269 5.38152573258 3.18569254186 4565.0 5.16583007048 5.76365269855 5.15646258503
130 hagar 1046.07908309 1742 4.948897191 5.41394966211 3.54279749478 2928.0 5.1668632588 5.68367008804 5.63565891473
131 hagar 1155.54195921 2988 5.13876750152 5.52432396886 3.68686868687 1484.0 4.87598181958 5.30245029269 5.65250965251
132 leor 641.257346394 1120 4.11231105822 4.35992084805 2.6690821256 0.0 0.0 0.0 
133 leor 644.598214286 1117 4.25218376263 4.50800312273 2.70343137255 0.0 0.0 0.0 
134 leor 652.647342995 1239 4.32669422346 4.53650353104 3.13043478261 0.0 0.0 0.0 
135 leor 660.204502814 1063 4.37442952204 4.55291845902 2.91666666667 0.0 0.0 0.0 
136 leor 665.264637002 1278 4.30387216441 4.46602622487 3.0987654321 0.0 0.0 0.0 
137 leor 672.391261172 1004 4.10161676707 4.29269895505 3.13015873016 0.0 0.0 0.0 
138 leor 677.745512144 944 4.1597513998 4.36956925711 3.40808823529 54.0 3.58054902264 3.64235959133 3.85714285714
139 leor 684.491729323 662 4.093474444 4.32776728758 3.27777777778 59.0 3.46625591621 3.52224813435 3.6875
140 leor 692.300699301 1141 4.15814004298 4.34653924149 2.58891454965 59.0 3.46625591621 3.52224813435 3.6875
141 leor 695.300559552 1248 4.00492775036 4.17822286732 2.54564315353 16.0 2.78842354081 2.94215092239 2.66666666667
142 leor 700.597820163 1832 4.08112045376 4.30059712691 2.72314674735 11.0 2.51414919192 2.94789719799 2.75
143 leor 705.454545455 1559 4.00956556182 4.23111202216 2.93653846154 27.0 3.40493931284 3.50332472647 3.85714285714
144 leor 708.393861893 1952 4.0163211224 4.23281649293 3.07223113965 30.0 3.62061810458 3.62061810458 3.75
145 leor 709.951367781 1642 4.12372333091 4.28761634519 3.12209302326 30.0 3.62061810458 3.62061810458 3.75
146 leor 713.44865643 2081 4.29719092795 4.43786848993 3.11550151976 14.0 2.69226460623 2.69226460623 2.8
147 leor 718.594987469 1992 4.24954674373 4.41651673292 3.02461538462 0.0 0.0 0.0 
148 leor 725.900793651 2517 4.30156829748 4.50071011459 2.93742621015 0.0 0.0 0.0 
149 leor 732.949209391 2084 4.25507964588 4.48920350939 3.06092124814 0.0 0.0 0.0 
150 leor 738.720153341 1823 4.44245583333 4.66771065631 2.91247974068 0.0 0.0 0.0 
151 leor 744.652376514 1070 4.48248199252 4.71133533351 2.90358126722 0.0 0.0 0.0 
152 leor 754.593846154 1297 4.61435583034 4.82542759243 2.4391634981 0.0 0.0 0.0 
153 leor 766.642644874 1343 4.69200214127 4.94895604838 2.46111111111 144.0 4.0797935906 4.50956404069 4.64516129032
154 leor 771.868960469 1363 4.59868601566 4.83122772088 2.53962264151 300.0 4.48953792543 4.84338875411 4.7619047619
155 leor 786.46923555 1606 4.69759951064 4.9486193938 2.67905405405 307.0 4.53479217466 4.88381264986 4.796875
156 leor 787.86366479 1596 4.58368582862 4.82674065574 2.81964285714 163.0 4.2779350677 4.49475409423 4.93939393939
157 leor 791.147070546 2506 4.69799147496 5.00187646555 2.61029411765 14.0 4.40061772216 4.40061772216 3.5
158 leor 795.578444155 2298 4.64927405313 4.95211069042 2.68764845606 7.0 3.54328044604 3.54328044604 2.33333333333
159 leor 798.085271318 2319 4.64761094991 4.94151556126 2.61397479954 7.0 3.54328044604 3.54328044604 2.33333333333
160 leor 801.495274102 1584 4.63636855671 4.86298866461 2.73157894737 0.0 0.0 0.0 
161 leor 803.319456245 1174 4.57417523994 4.81057587581 2.61261261261 30.0 3.73501368895 3.82901010353 7.25
162 leor 805.987975952 995 4.78817793151 5.00640437829 2.62032085561 80.0 3.77872797122 3.94985371351 6.07692307692
163 leor 811.240773286 1135 5.05052314095 5.33289335457 2.70098039216 136.0 4.07227401771 4.25743141013 5.0
164 leor 816.91862955 1865 5.13552137939 5.52008648796 2.75263951735 106.0 3.91095991812 4.10839203638 4.60869565217
165 leor 821.058300395 2021 5.13174884645 5.52443322355 2.77387640449 56.0 3.82707007522 3.95223226254 4.0
166 leor 826.513446215 2005 4.99422778855 5.40529933317 2.66172506739 5.0 2.92122162725 2.92122162725 5.0
167 leor 838.548468106 1988 5.05826414668 5.37022714991 2.85964912281 54.0 4.62503186195 5.06067127977 4.90909090909
168 leor 842.776781266 2004 5.07829244072 5.36695011805 2.82428571429 54.0 4.62503186195 5.06067127977 4.90909090909
169 leor 847.454373522 2112 5.18170082509 5.45772867728 2.96861626248 49.0 4.85712923887 5.54011167008 4.9
170 leor 857.717770035 2580 4.88705573782 5.28274222874 2.97444831591 0.0 0.0 0.0 
171 leor 862.465651558 2821 4.87216104693 5.2943037477 2.98932764141 6.0 3.25839340335 3.25839340335 3.0
172 leor 869.298597833 3135 4.89244046337 5.33666207826 2.99807321773 6.0 3.25839340335 3.25839340335 3.0
173 leor 879.917475728 2675 4.92768863254 5.36284392348 2.87826086957 28.0 3.04048195765 3.22715719228 5.6
174 leor 886.49704142 2870 4.92968629291 5.39804119196 2.96037539103 26.0 3.18819184654 3.31003138413 6.5
175 leor 891.378240741 2157 4.79138968376 5.27774864508 2.91792065663 26.0 3.18819184654 3.31003138413 6.5
176 leor 900.075656202 1940 5.02354499915 5.51304038805 2.75827338129 1089.0 4.76652128586 5.18646896741 5.16113744076
177 leor 908.131639723 1729 4.99620050648 5.41864779397 2.57918552036 1085.0 4.76303843273 5.17948732994 5.16666666667
178 leor 915.367005814 2749 5.01279446821 5.49947591527 2.87724867725 1107.0 4.78126556679 5.1966332855 5.1488372093
179 leor 922.308532147 2470 4.92909808899 5.41368648764 2.9963190184 22.0 3.5333409692 3.5333409692 4.4
180 leor 926.728954672 2159 4.95144150328 5.44679550346 3.10932944606 22.0 3.5333409692 3.5333409692 4.4
181 leor 932.057859209 1034 4.8400610547 5.23153989546 2.85195530726 0.0 0.0 0.0 
182 leor 939.913748379 1539 4.86308257591 5.39370003796 2.95321637427 0.0 0.0 0.0 
183 leor 944.245975531 1550 4.82716024312 5.36185712304 3.12474437628 0.0 0.0 0.0 
184 leor 947.755803157 2151 4.85156720203 5.3679236077 3.18468468468 0.0 0.0 0.0 
185 leor 953.637904468 1295 4.69108097411 5.13466101306 3.22166246851 0.0 0.0 0.0 
186 leor 959.363389462 1838 4.82214972878 5.31405779336 3.11492281304 0.0 0.0 0.0 
187 leor 967.274257426 2017 4.88481311454 5.34295571866 3.0060331825 4.0 2.50757161971 2.50757161971 4.0
188 leor 970.120705664 2151 4.93216217005 5.39038030261 3.04291845494 4.0 2.50757161971 2.50757161971 4.0
189 leor 981.537882353 2122 4.98520949913 5.45152492989 2.84803256445 4.0 2.50757161971 2.50757161971 4.0
190 leor 993.584745763 2357 5.06581480791 5.55217164271 3.01028277635 4.0 2.50757161971 2.50757161971 4.0
191 leor 999.203898051 2665 5.06391205379 5.55679958919 3.16766467066 4.0 2.50757161971 2.50757161971 4.0
192 leor 1006.71884984 2501 5.06093058803 5.51249122223 3.14267676768 71.0 4.20697977893 4.40357466397 5.07142857143
193 leor 1016.20992366 2093 4.9756866118 5.47769589572 3.2037037037 80.0 4.20286855556 4.58080449832 5.0
194 leor 1021.22891566 1906 4.95535426122 5.46920168638 3.00635930048 80.0 4.20286855556 4.58080449832 5.0
195 leor 1026.87092732 1593 4.81073979162 5.33694672086 3.36965811966 13.0 3.45812449762 4.69105563945 4.33333333333
196 leor 1035.62430323 1791 4.97888720414 5.41542224175 3.17383512545 0.0 0.0 0.0 
197 leor 1042.32174616 2471 5.09474674607 5.60210577686 3.50285714286 0.0 0.0 0.0 
198 leor 1045.98678232 2418 5.16985082014 5.64523322826 3.43839541547 0.0 0.0 0.0 
199 leor 1055.91666667 3021 5.10586283256 5.60981410928 4.00666666667 0.0 0.0 0.0 
200 leor 1064.11431227 3225 5.1431002488 5.61753856488 3.7855450237 0.0 0.0 0.0 
201 leor 1066.80878788 3297 5.12620900328 5.62792036758 4.02466091245 0.0 0.0 0.0 
202 leor 1071.69716886 1975 4.99982557828 5.45400058539 3.64112149533 0.0 0.0 0.0 
203 leor 1078.18745276 1320 4.84351992888 5.29620571889 3.8407079646 0.0 0.0 0.0 
204 leor 1080.78631179 1312 4.84352038126 5.30495535903 3.61002785515 0.0 0.0 0.0 
205 leor 1083.96956522 1837 4.93136161029 5.41888394354 3.9222462203 0.0 0.0 0.0 
206 leor 1093.14807692 2077 4.93853951422 5.44014322155 3.51706484642 0.0 0.0 0.0 
207 leor 1099.47802428 2386 4.93905808399 5.43737674921 3.35169491525 0.0 0.0 0.0 
208 leor 1106.67898023 1919 4.88303794934 5.34182495767 3.14449917898 0.0 0.0 0.0 
209 leor 1114.07776905 1270 4.85340605955 5.257126442 3.36870026525 0.0 0.0 0.0 
210 leor 1121.55833333 1197 4.91685325842 5.30909726004 3.24250681199 0.0 0.0 0.0 
226 lior 548.412598425 632 5.46368566738 5.50134907413 1.41163310962 2117.0 4.86248080875 5.22939688061 3.40322580645
227 lior 558.754339119 746 5.55814213857 5.59922558004 1.48007968127 2545.0 4.92615802839 5.29603170933 3.28626943005
228 lior 572.746312684 675 5.3857474665 5.44187133991 1.55916473318 2265.0 4.9695870918 5.37584272831 3.26995645864
229 lior 589.790996785 619 4.97786101684 5.03698242957 1.72957746479 1906.0 4.95338847715 5.40053195204 3.61904761905
230 lior 603.222648752 518 4.72016488061 4.79759888163 1.8006993007 1771.0 4.96951352252 5.46107070999 3.98645598194
231 lior 626.639572193 932 5.07175287036 5.1444942763 1.92616033755 2340.0 5.0682943952 5.54619195754 3.9211409396
232 lior 636.307007786 896 5.14228040969 5.19308443058 1.85200845666 2449.0 5.07345025149 5.54936162152 3.9088
233 lior 644.660436137 960 5.23195597106 5.27648146107 1.74626865672 2861.0 5.11857798518 5.61719541473 3.87635869565
234 lior 668.797350993 752 4.88321563537 4.77487720406 1.70646766169 2131.0 5.08974589234 5.54683368511 3.98127340824
235 lior 682.636639676 985 5.04350732356 5.03927266437 1.98474945534 2013.0 5.0626553366 5.49979891104 3.69981583794
236 lior 690.746192893 982 4.97687848345 4.99241560152 2.15914489311 1699.0 4.97240498912 5.43282974316 3.69650655022
237 lior 707.197761194 801 4.96046547769 5.17333408246 2.36253776435 1461.0 4.96864288039 5.47138378573 4.01657458564
238 lior 729.218637993 834 4.77211937807 4.97112278867 2.37647058824 2190.0 5.10151648904 5.67312852095 4.70474137931
239 lior 749.433962264 1269 5.02655431808 5.1848620362 2.38759689922 2879.0 5.2676504822 5.79156510569 4.46189735614
240 lior 762.343220339 1885 5.20665091341 5.38966404497 2.32258064516 4534.0 5.26943999579 5.81965948748 4.4189453125
241 lior 773.498855835 1745 5.24458710513 5.40684403135 2.24226110363 3846.0 5.24970146556 5.7676417256 4.20372398686
242 lior 789.086931491 1734 5.13186967522 5.38215570464 2.40087463557 3554.0 5.21044572267 5.78680760554 4.288647343
243 lior 811.094724901 1760 5.10502435728 5.40584135992 2.84040747029 2872.0 5.34129294127 5.90820355278 4.26865671642
244 lior 820.880414313 2121 4.99858368182 5.34452980522 3.1399688958 2484.0 5.29066018944 5.88474946043 4.32574430823
245 lior 829.05800464 1721 4.9103904977 5.19264140123 3.10266159696 2100.0 5.23626760065 5.78585423259 4.51731601732
246 lior 853.372632865 1634 4.91512925716 5.21934079585 2.83363471971 2129.0 5.09753194775 5.70533826441 4.57112068966
247 lior 873.322434608 1985 4.95993799393 5.33202618982 2.9537037037 2958.0 5.15098622591 5.78091542427 4.50842266462
248 lior 886.867231638 2475 4.94402024061 5.36037209199 2.99624530663 3777.0 5.11886559668 5.76332334381 4.55205811138
249 lior 901.160180995 2207 4.88771330367 5.32215254853 2.95316804408 3649.0 5.11507919062 5.74391735599 4.63137755102
250 lior 928.582 1997 4.89532802792 5.23138304492 2.71408647141 3864.0 5.17691386016 5.7643543504 4.92327365729
251 lior 947.846474954 2153 4.82347429917 5.16359628614 3.0942562592 4088.0 5.22393294976 5.79731682846 5.26943005181
